Transaction ID,Consumer ID,Segment,Transaction Date,Month,Platform,Category,Purchase Amount CAD,Number of Installments,Installment Amount CAD,Completion Date,Missed Payment,Missed Payment Count,Late Fee CAD,Total Cost CAD
TXN10603,BNPL5255,Regular User,2024-05-22,2024-05,Klarna,Home and Furniture,279.13,4,69.78,2024-07-17,No,0,0,279.13
TXN10604,BNPL5255,Regular User,2024-05-07,2024-05,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",48.91,4,12.23,2024-07-02,No,0,0,48.91
TXN10605,BNPL5255,Regular User,2024-03-20,2024-03,Sezzle,Electronics and Tech,427.47,4,106.87,2024-05-15,Yes,1,8.0,435.47
TXN10606,BNPL5255,Regular User,2024-06-28,2024-06,Klarna,Footwear,122.72,3,40.91,2024-08-09,Yes,1,8.0,130.72
TXN10607,BNPL5256,Occasional User,2024-03-20,2024-03,Klarna,"Fast Fashion (Shein, Temu, ASOS)",58.43,4,14.61,2024-05-15,No,0,0,58.43
TXN10608,BNPL5256,Occasional User,2024-01-22,2024-01,Sezzle,Home and Furniture,346.84,4,86.71,2024-03-18,No,0,0,346.84
TXN10609,BNPL5256,Occasional User,2024-05-13,2024-05,Sezzle,Beauty and Skincare,108.84,4,27.21,2024-07-08,No,0,0,108.84
TXN10610,BNPL5257,Regular User,2024-09-02,2024-09,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",71.41,6,11.9,2024-11-25,No,0,0,71.41
TXN10611,BNPL5257,Regular User,2024-10-19,2024-10,PayBright,Electronics and Tech,385.23,4,96.31,2024-12-14,No,0,0,385.23
TXN10612,BNPL5257,Regular User,2024-06-03,2024-06,Klarna,Home and Furniture,508.86,4,127.22,2024-07-29,No,0,0,508.86
TXN10613,BNPL5257,Regular User,2024-03-29,2024-03,Sezzle,Electronics and Tech,269.5,3,89.83,2024-05-10,No,0,0,269.5
TXN10614,BNPL5257,Regular User,2024-07-21,2024-07,PayBright,Electronics and Tech,393.9,3,131.3,2024-09-01,No,0,0,393.9
TXN10615,BNPL5257,Regular User,2024-07-02,2024-07,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",56.2,6,9.37,2024-09-24,No,0,0,56.2
TXN10616,BNPL5257,Regular User,2024-10-21,2024-10,Afterpay,Sporting Goods,123.89,6,20.65,2025-01-13,No,0,0,123.89
TXN10617,BNPL5258,Occasional User,2024-03-19,2024-03,Afterpay,Sporting Goods,215.14,6,35.86,2024-06-11,No,0,0,215.14
TXN10618,BNPL5259,Occasional User,2024-11-09,2024-11,Paidy,"Fast Fashion (Shein, Temu, ASOS)",56.28,3,18.76,2024-12-21,No,0,0,56.28
TXN10619,BNPL5260,High Exposure User,2024-10-12,2024-10,PayBright,Footwear,122.59,4,30.65,2024-12-07,No,0,0,122.59
TXN10620,BNPL5260,High Exposure User,2024-07-23,2024-07,Sezzle,Beauty and Skincare,96.13,6,16.02,2024-10-15,No,0,0,96.13
TXN10621,BNPL5260,High Exposure User,2024-05-30,2024-05,Afterpay,Beauty and Skincare,90.37,4,22.59,2024-07-25,Yes,1,8.0,98.37
TXN10622,BNPL5260,High Exposure User,2024-01-30,2024-01,Klarna,Home and Furniture,352.03,4,88.01,2024-03-26,Yes,2,16.0,368.03
TXN10623,BNPL5260,High Exposure User,2024-04-16,2024-04,PayBright,Beauty and Skincare,81.75,3,27.25,2024-05-28,No,0,0,81.75
TXN10624,BNPL5260,High Exposure User,2024-12-04,2024-12,Afterpay,Beauty and Skincare,80.26,3,26.75,2025-01-15,No,0,0,80.26
TXN10625,BNPL5260,High Exposure User,2024-05-17,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",71.61,4,17.9,2024-07-12,No,0,0,71.61
TXN10626,BNPL5260,High Exposure User,2024-10-19,2024-10,PayBright,Beauty and Skincare,104.92,4,26.23,2024-12-14,No,0,0,104.92
TXN10627,BNPL5260,High Exposure User,2024-10-12,2024-10,PayBright,Electronics and Tech,227.05,4,56.76,2024-12-07,Yes,1,8.0,235.05
TXN10628,BNPL5260,High Exposure User,2024-11-16,2024-11,Sezzle,Beauty and Skincare,53.9,4,13.47,2025-01-11,Yes,1,8.0,61.9
TXN10629,BNPL5260,High Exposure User,2024-01-27,2024-01,Afterpay,Beauty and Skincare,84.75,4,21.19,2024-03-23,No,0,0,84.75
TXN10630,BNPL5260,High Exposure User,2024-04-28,2024-04,Klarna,"Fast Fashion (Shein, Temu, ASOS)",56.05,3,18.68,2024-06-09,Yes,1,8.0,64.05
TXN10631,BNPL5260,High Exposure User,2024-09-12,2024-09,Afterpay,Electronics and Tech,394.98,4,98.75,2024-11-07,No,0,0,394.98
TXN10632,BNPL5260,High Exposure User,2024-04-22,2024-04,Afterpay,Electronics and Tech,211.72,3,70.57,2024-06-03,No,0,0,211.72
TXN10633,BNPL5260,High Exposure User,2024-11-14,2024-11,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",40.12,4,10.03,2025-01-09,No,0,0,40.12
TXN10634,BNPL5260,High Exposure User,2024-02-02,2024-02,PayBright,Beauty and Skincare,97.17,4,24.29,2024-03-29,No,0,0,97.17
TXN10635,BNPL5260,High Exposure User,2024-06-23,2024-06,PayBright,Beauty and Skincare,66.5,3,22.17,2024-08-04,No,0,0,66.5
TXN10636,BNPL5260,High Exposure User,2024-01-09,2024-01,Afterpay,Beauty and Skincare,75.6,6,12.6,2024-04-02,Yes,1,8.0,83.6
TXN10637,BNPL5260,High Exposure User,2024-08-14,2024-08,Afterpay,Sporting Goods,140.51,4,35.13,2024-10-09,No,0,0,140.51
TXN10638,BNPL5260,High Exposure User,2024-10-05,2024-10,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",85.46,3,28.49,2024-11-16,No,0,0,85.46
TXN10639,BNPL5260,High Exposure User,2024-03-21,2024-03,Afterpay,Footwear,82.72,3,27.57,2024-05-02,No,0,0,82.72
TXN10640,BNPL5261,High Exposure User,2024-10-30,2024-10,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",57.97,4,14.49,2024-12-25,No,0,0,57.97
TXN10641,BNPL5261,High Exposure User,2024-05-15,2024-05,Sezzle,Electronics and Tech,254.96,4,63.74,2024-07-10,No,0,0,254.96
TXN10642,BNPL5261,High Exposure User,2024-12-25,2024-12,Sezzle,Home and Furniture,360.28,3,120.09,2025-02-05,Yes,2,16.0,376.28
TXN10643,BNPL5261,High Exposure User,2024-11-08,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",67.35,4,16.84,2025-01-03,No,0,0,67.35
TXN10644,BNPL5261,High Exposure User,2024-07-02,2024-07,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",75.52,4,18.88,2024-08-27,No,0,0,75.52
TXN10645,BNPL5261,High Exposure User,2024-08-14,2024-08,Klarna,Beauty and Skincare,36.54,4,9.13,2024-10-09,No,0,0,36.54
TXN10646,BNPL5261,High Exposure User,2024-09-12,2024-09,Afterpay,Electronics and Tech,258.61,4,64.65,2024-11-07,No,0,0,258.61
TXN10647,BNPL5261,High Exposure User,2024-04-04,2024-04,Paidy,Footwear,150.71,4,37.68,2024-05-30,Yes,2,16.0,166.71
TXN10648,BNPL5261,High Exposure User,2024-10-30,2024-10,Klarna,Electronics and Tech,300.01,4,75.0,2024-12-25,Yes,2,16.0,316.01
TXN10649,BNPL5261,High Exposure User,2024-10-03,2024-10,Sezzle,Footwear,93.48,4,23.37,2024-11-28,No,0,0,93.48
TXN10650,BNPL5261,High Exposure User,2024-02-01,2024-02,Afterpay,Footwear,191.29,4,47.82,2024-03-28,Yes,1,8.0,199.29
TXN10651,BNPL5261,High Exposure User,2024-01-28,2024-01,Klarna,Sporting Goods,195.39,3,65.13,2024-03-10,No,0,0,195.39
TXN10652,BNPL5261,High Exposure User,2024-04-13,2024-04,Klarna,Footwear,152.72,3,50.91,2024-05-25,No,0,0,152.72
TXN10653,BNPL5261,High Exposure User,2024-03-10,2024-03,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",58.17,4,14.54,2024-05-05,No,0,0,58.17
TXN10654,BNPL5261,High Exposure User,2024-04-08,2024-04,Klarna,"Fast Fashion (Shein, Temu, ASOS)",53.92,4,13.48,2024-06-03,No,0,0,53.92
TXN10655,BNPL5262,High Exposure User,2024-07-28,2024-07,PayBright,"Fast Fashion (Shein, Temu, ASOS)",93.13,4,23.28,2024-09-22,No,0,0,93.13
TXN10656,BNPL5262,High Exposure User,2024-11-01,2024-11,PayBright,"Fast Fashion (Shein, Temu, ASOS)",65.68,4,16.42,2024-12-27,No,0,0,65.68
TXN10657,BNPL5262,High Exposure User,2024-08-11,2024-08,PayBright,Beauty and Skincare,67.52,4,16.88,2024-10-06,No,0,0,67.52
TXN10658,BNPL5262,High Exposure User,2024-11-24,2024-11,PayBright,Beauty and Skincare,104.13,4,26.03,2025-01-19,No,0,0,104.13
TXN10659,BNPL5262,High Exposure User,2024-09-06,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",65.45,4,16.36,2024-11-01,Yes,2,16.0,81.45
TXN10660,BNPL5262,High Exposure User,2024-12-29,2024-12,Afterpay,Home and Furniture,256.43,4,64.11,2025-02-23,No,0,0,256.43
TXN10661,BNPL5262,High Exposure User,2024-07-25,2024-07,Sezzle,Electronics and Tech,342.0,3,114.0,2024-09-05,No,0,0,342.0
TXN10662,BNPL5262,High Exposure User,2024-07-02,2024-07,Afterpay,Beauty and Skincare,61.16,3,20.39,2024-08-13,No,0,0,61.16
TXN10663,BNPL5262,High Exposure User,2024-01-03,2024-01,Sezzle,Electronics and Tech,303.56,3,101.19,2024-02-14,No,0,0,303.56
TXN10664,BNPL5263,Regular User,2024-02-20,2024-02,Afterpay,Electronics and Tech,230.36,4,57.59,2024-04-16,No,0,0,230.36
TXN10665,BNPL5263,Regular User,2024-08-28,2024-08,PayBright,Beauty and Skincare,25,3,8.33,2024-10-09,No,0,0,25
TXN10666,BNPL5263,Regular User,2024-10-08,2024-10,PayBright,"Fast Fashion (Shein, Temu, ASOS)",66.32,3,22.11,2024-11-19,No,0,0,66.32
TXN10667,BNPL5263,Regular User,2024-01-28,2024-01,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",26.25,4,6.56,2024-03-24,No,0,0,26.25
TXN10668,BNPL5263,Regular User,2024-12-10,2024-12,Paidy,Home and Furniture,360.96,3,120.32,2025-01-21,No,0,0,360.96
TXN10669,BNPL5263,Regular User,2024-02-17,2024-02,Klarna,Beauty and Skincare,61.98,4,15.49,2024-04-13,No,0,0,61.98
TXN10670,BNPL5264,Occasional User,2024-05-21,2024-05,Afterpay,Beauty and Skincare,98.85,3,32.95,2024-07-02,No,0,0,98.85
TXN10671,BNPL5265,Regular User,2024-02-25,2024-02,PayBright,"Fast Fashion (Shein, Temu, ASOS)",69.25,4,17.31,2024-04-21,No,0,0,69.25
TXN10672,BNPL5265,Regular User,2024-09-04,2024-09,Afterpay,Electronics and Tech,276.57,6,46.09,2024-11-27,No,0,0,276.57
TXN10673,BNPL5265,Regular User,2024-09-30,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",76.28,4,19.07,2024-11-25,Yes,2,16.0,92.28
TXN10674,BNPL5266,Occasional User,2024-10-17,2024-10,Afterpay,Beauty and Skincare,92.36,4,23.09,2024-12-12,No,0,0,92.36
TXN10675,BNPL5266,Occasional User,2024-11-08,2024-11,PayBright,Beauty and Skincare,68.31,4,17.08,2025-01-03,No,0,0,68.31
TXN10676,BNPL5267,High Exposure User,2024-05-11,2024-05,Afterpay,Electronics and Tech,329.27,4,82.32,2024-07-06,No,0,0,329.27
TXN10677,BNPL5267,High Exposure User,2024-08-06,2024-08,Klarna,"Fast Fashion (Shein, Temu, ASOS)",60.05,6,10.01,2024-10-29,No,0,0,60.05
TXN10678,BNPL5267,High Exposure User,2024-09-11,2024-09,PayBright,Home and Furniture,317.63,4,79.41,2024-11-06,No,0,0,317.63
TXN10679,BNPL5267,High Exposure User,2024-12-10,2024-12,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",63.44,3,21.15,2025-01-21,No,0,0,63.44
TXN10680,BNPL5267,High Exposure User,2024-05-01,2024-05,Paidy,Beauty and Skincare,77.62,4,19.41,2024-06-26,No,0,0,77.62
TXN10681,BNPL5267,High Exposure User,2024-01-07,2024-01,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",66.5,3,22.17,2024-02-18,No,0,0,66.5
TXN10682,BNPL5267,High Exposure User,2024-08-17,2024-08,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",57.5,4,14.38,2024-10-12,No,0,0,57.5
TXN10683,BNPL5268,Occasional User,2024-07-02,2024-07,Sezzle,Electronics and Tech,385.33,3,128.44,2024-08-13,No,0,0,385.33
TXN10684,BNPL5268,Occasional User,2024-11-01,2024-11,Sezzle,Sporting Goods,247.77,4,61.94,2024-12-27,No,0,0,247.77
TXN10685,BNPL5268,Occasional User,2024-02-24,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",80.52,6,13.42,2024-05-18,No,0,0,80.52
TXN10686,BNPL5269,High Exposure User,2024-12-09,2024-12,PayBright,"Fast Fashion (Shein, Temu, ASOS)",34.78,3,11.59,2025-01-20,Yes,1,8.0,42.78
TXN10687,BNPL5269,High Exposure User,2024-10-26,2024-10,Klarna,Electronics and Tech,327.28,3,109.09,2024-12-07,Yes,1,8.0,335.28
TXN10688,BNPL5269,High Exposure User,2024-07-14,2024-07,PayBright,"Fast Fashion (Shein, Temu, ASOS)",49.98,3,16.66,2024-08-25,Yes,1,8.0,57.98
TXN10689,BNPL5269,High Exposure User,2024-09-08,2024-09,Afterpay,Footwear,129.02,6,21.5,2024-12-01,No,0,0,129.02
TXN10690,BNPL5269,High Exposure User,2024-04-21,2024-04,Afterpay,Home and Furniture,249.67,3,83.22,2024-06-02,No,0,0,249.67
TXN10691,BNPL5269,High Exposure User,2024-02-10,2024-02,Sezzle,Electronics and Tech,361.26,4,90.31,2024-04-06,No,0,0,361.26
TXN10692,BNPL5269,High Exposure User,2024-07-17,2024-07,Klarna,"Fast Fashion (Shein, Temu, ASOS)",81.11,6,13.52,2024-10-09,No,0,0,81.11
TXN10693,BNPL5269,High Exposure User,2024-10-04,2024-10,Afterpay,Footwear,181.08,3,60.36,2024-11-15,No,0,0,181.08
TXN10694,BNPL5269,High Exposure User,2024-10-02,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",49.22,4,12.3,2024-11-27,No,0,0,49.22
TXN10695,BNPL5269,High Exposure User,2024-01-01,2024-01,Paidy,Electronics and Tech,327.86,3,109.29,2024-02-12,Yes,2,16.0,343.86
TXN10696,BNPL5269,High Exposure User,2024-02-06,2024-02,Klarna,Sporting Goods,224.47,4,56.12,2024-04-02,No,0,0,224.47
TXN10697,BNPL5269,High Exposure User,2024-08-14,2024-08,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",70.74,6,11.79,2024-11-06,Yes,2,16.0,86.74
TXN10698,BNPL5269,High Exposure User,2024-02-04,2024-02,Klarna,"Fast Fashion (Shein, Temu, ASOS)",80.2,4,20.05,2024-03-31,No,0,0,80.2
TXN10699,BNPL5269,High Exposure User,2024-09-18,2024-09,Afterpay,Electronics and Tech,216.95,4,54.24,2024-11-13,No,0,0,216.95
TXN10700,BNPL5270,Occasional User,2024-11-01,2024-11,PayBright,Electronics and Tech,186.28,6,31.05,2025-01-24,No,0,0,186.28
TXN10701,BNPL5271,Regular User,2024-09-01,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",56.66,4,14.16,2024-10-27,Yes,1,8.0,64.66
TXN10702,BNPL5271,Regular User,2024-01-22,2024-01,Afterpay,Footwear,124.81,3,41.6,2024-03-04,No,0,0,124.81
TXN10703,BNPL5271,Regular User,2024-05-10,2024-05,Paidy,Electronics and Tech,246.69,6,41.12,2024-08-02,No,0,0,246.69
TXN10704,BNPL5271,Regular User,2024-09-08,2024-09,Afterpay,Sporting Goods,119.5,3,39.83,2024-10-20,No,0,0,119.5
TXN10705,BNPL5271,Regular User,2024-04-03,2024-04,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",46.48,4,11.62,2024-05-29,No,0,0,46.48
TXN10706,BNPL5271,Regular User,2024-03-09,2024-03,Paidy,"Fast Fashion (Shein, Temu, ASOS)",32.43,3,10.81,2024-04-20,No,0,0,32.43
TXN10707,BNPL5271,Regular User,2024-08-05,2024-08,Sezzle,Footwear,134.74,4,33.69,2024-09-30,No,0,0,134.74
TXN10708,BNPL5271,Regular User,2024-08-29,2024-08,Sezzle,Electronics and Tech,312.23,4,78.06,2024-10-24,No,0,0,312.23
TXN10709,BNPL5272,Occasional User,2024-08-20,2024-08,Afterpay,Electronics and Tech,284.12,4,71.03,2024-10-15,No,0,0,284.12
TXN10710,BNPL5272,Occasional User,2024-05-19,2024-05,Afterpay,Footwear,91.14,6,15.19,2024-08-11,No,0,0,91.14
TXN10711,BNPL5273,Occasional User,2024-10-03,2024-10,Paidy,Electronics and Tech,265.58,4,66.39,2024-11-28,No,0,0,265.58
TXN10712,BNPL5274,Regular User,2024-07-14,2024-07,PayBright,Footwear,128.05,4,32.01,2024-09-08,Yes,2,16.0,144.05
TXN10713,BNPL5274,Regular User,2024-08-14,2024-08,Klarna,"Fast Fashion (Shein, Temu, ASOS)",36.87,6,6.14,2024-11-06,No,0,0,36.87
TXN10714,BNPL5274,Regular User,2024-11-07,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",73.06,4,18.27,2025-01-02,No,0,0,73.06
TXN10715,BNPL5274,Regular User,2024-12-09,2024-12,PayBright,Beauty and Skincare,83.45,4,20.86,2025-02-03,No,0,0,83.45
TXN10716,BNPL5274,Regular User,2024-03-10,2024-03,Sezzle,Footwear,119.79,6,19.96,2024-06-02,No,0,0,119.79
TXN10717,BNPL5274,Regular User,2024-12-14,2024-12,PayBright,Beauty and Skincare,77.21,6,12.87,2025-03-08,No,0,0,77.21
TXN10718,BNPL5274,Regular User,2024-12-15,2024-12,Sezzle,Footwear,64.74,3,21.58,2025-01-26,No,0,0,64.74
TXN10719,BNPL5274,Regular User,2024-02-01,2024-02,Klarna,"Fast Fashion (Shein, Temu, ASOS)",70.82,3,23.61,2024-03-14,No,0,0,70.82
TXN10720,BNPL5274,Regular User,2024-09-16,2024-09,Klarna,Electronics and Tech,349.47,4,87.37,2024-11-11,No,0,0,349.47
TXN10721,BNPL5274,Regular User,2024-02-15,2024-02,Afterpay,Electronics and Tech,275.01,4,68.75,2024-04-11,No,0,0,275.01
TXN10722,BNPL5274,Regular User,2024-09-05,2024-09,Paidy,Sporting Goods,156.32,4,39.08,2024-10-31,No,0,0,156.32
TXN10723,BNPL5274,Regular User,2024-07-15,2024-07,Klarna,"Fast Fashion (Shein, Temu, ASOS)",58.98,4,14.74,2024-09-09,Yes,2,16.0,74.98
TXN10724,BNPL5275,Occasional User,2024-10-01,2024-10,Sezzle,Electronics and Tech,279.81,3,93.27,2024-11-12,No,0,0,279.81
TXN10725,BNPL5276,Regular User,2024-04-02,2024-04,Afterpay,Electronics and Tech,374.85,4,93.71,2024-05-28,No,0,0,374.85
TXN10726,BNPL5276,Regular User,2024-08-09,2024-08,PayBright,Home and Furniture,342.91,3,114.3,2024-09-20,No,0,0,342.91
TXN10727,BNPL5276,Regular User,2024-05-31,2024-05,Afterpay,Beauty and Skincare,93.55,4,23.39,2024-07-26,No,0,0,93.55
TXN10728,BNPL5276,Regular User,2024-07-23,2024-07,Klarna,Electronics and Tech,363.18,3,121.06,2024-09-03,Yes,2,16.0,379.18
TXN10729,BNPL5276,Regular User,2024-08-12,2024-08,Paidy,"Fast Fashion (Shein, Temu, ASOS)",50.5,4,12.62,2024-10-07,No,0,0,50.5
TXN10730,BNPL5276,Regular User,2024-08-10,2024-08,Sezzle,Sporting Goods,186.23,4,46.56,2024-10-05,No,0,0,186.23
TXN10731,BNPL5276,Regular User,2024-11-16,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",25.79,3,8.6,2024-12-28,Yes,2,16.0,41.79
TXN10732,BNPL5276,Regular User,2024-09-29,2024-09,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",51.41,6,8.57,2024-12-22,No,0,0,51.41
TXN10733,BNPL5277,Occasional User,2024-06-08,2024-06,Klarna,Home and Furniture,468.38,6,78.06,2024-08-31,No,0,0,468.38
TXN10734,BNPL5278,High Exposure User,2024-12-30,2024-12,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",64.92,4,16.23,2025-02-24,No,0,0,64.92
TXN10735,BNPL5278,High Exposure User,2024-05-01,2024-05,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",48.66,4,12.16,2024-06-26,No,0,0,48.66
TXN10736,BNPL5278,High Exposure User,2024-12-05,2024-12,Afterpay,Home and Furniture,269.51,4,67.38,2025-01-30,No,0,0,269.51
TXN10737,BNPL5278,High Exposure User,2024-10-15,2024-10,Afterpay,Beauty and Skincare,69.12,4,17.28,2024-12-10,No,0,0,69.12
TXN10738,BNPL5278,High Exposure User,2024-09-11,2024-09,PayBright,Home and Furniture,385.51,6,64.25,2024-12-04,No,0,0,385.51
TXN10739,BNPL5278,High Exposure User,2024-03-10,2024-03,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",57.6,4,14.4,2024-05-05,No,0,0,57.6
TXN10740,BNPL5278,High Exposure User,2024-03-20,2024-03,Klarna,Footwear,115.91,4,28.98,2024-05-15,No,0,0,115.91
TXN10741,BNPL5278,High Exposure User,2024-07-08,2024-07,Afterpay,Home and Furniture,466.5,4,116.62,2024-09-02,No,0,0,466.5
TXN10742,BNPL5278,High Exposure User,2024-02-12,2024-02,Klarna,Beauty and Skincare,76.09,4,19.02,2024-04-08,No,0,0,76.09
TXN10743,BNPL5278,High Exposure User,2024-02-06,2024-02,Klarna,Footwear,141.94,3,47.31,2024-03-19,Yes,1,8.0,149.94
TXN10744,BNPL5278,High Exposure User,2024-07-27,2024-07,Paidy,Sporting Goods,206.21,4,51.55,2024-09-21,Yes,2,16.0,222.21
TXN10745,BNPL5278,High Exposure User,2024-01-08,2024-01,Afterpay,Beauty and Skincare,104.63,4,26.16,2024-03-04,Yes,2,16.0,120.63
TXN10746,BNPL5278,High Exposure User,2024-04-19,2024-04,Sezzle,Sporting Goods,278.19,6,46.37,2024-07-12,No,0,0,278.19
TXN10747,BNPL5279,Occasional User,2024-08-11,2024-08,Afterpay,Footwear,163.6,3,54.53,2024-09-22,No,0,0,163.6
TXN10748,BNPL5279,Occasional User,2024-08-02,2024-08,Klarna,Electronics and Tech,260.82,3,86.94,2024-09-13,No,0,0,260.82
TXN10749,BNPL5280,High Exposure User,2024-02-15,2024-02,Sezzle,Home and Furniture,410.88,3,136.96,2024-03-28,No,0,0,410.88
TXN10750,BNPL5280,High Exposure User,2024-11-08,2024-11,Klarna,Footwear,96.71,6,16.12,2025-01-31,Yes,2,16.0,112.71
TXN10751,BNPL5280,High Exposure User,2024-12-22,2024-12,Sezzle,Footwear,100.98,6,16.83,2025-03-16,Yes,1,8.0,108.98
TXN10752,BNPL5280,High Exposure User,2024-11-09,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",79.69,4,19.92,2025-01-04,Yes,1,8.0,87.69
TXN10753,BNPL5280,High Exposure User,2024-12-24,2024-12,Klarna,Beauty and Skincare,90.23,3,30.08,2025-02-04,Yes,1,8.0,98.23
TXN10754,BNPL5280,High Exposure User,2024-01-26,2024-01,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",32.15,6,5.36,2024-04-19,No,0,0,32.15
TXN10755,BNPL5280,High Exposure User,2024-06-28,2024-06,Klarna,"Fast Fashion (Shein, Temu, ASOS)",58.77,3,19.59,2024-08-09,No,0,0,58.77
TXN10756,BNPL5280,High Exposure User,2024-02-28,2024-02,PayBright,Beauty and Skincare,68.66,4,17.16,2024-04-24,Yes,2,16.0,84.66
TXN10757,BNPL5280,High Exposure User,2024-05-22,2024-05,Sezzle,Home and Furniture,292.07,4,73.02,2024-07-17,No,0,0,292.07
TXN10758,BNPL5280,High Exposure User,2024-10-10,2024-10,Klarna,Footwear,119.99,4,30.0,2024-12-05,No,0,0,119.99
TXN10759,BNPL5280,High Exposure User,2024-04-23,2024-04,Klarna,Electronics and Tech,258.33,3,86.11,2024-06-04,No,0,0,258.33
TXN10760,BNPL5280,High Exposure User,2024-02-19,2024-02,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",81.7,4,20.43,2024-04-15,No,0,0,81.7
TXN10761,BNPL5281,Occasional User,2024-07-24,2024-07,Afterpay,Sporting Goods,169.79,4,42.45,2024-09-18,No,0,0,169.79
TXN10762,BNPL5282,Occasional User,2024-12-01,2024-12,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",72.54,6,12.09,2025-02-23,No,0,0,72.54
TXN10763,BNPL5283,Regular User,2024-11-12,2024-11,Afterpay,Beauty and Skincare,81.52,3,27.17,2024-12-24,No,0,0,81.52
TXN10764,BNPL5283,Regular User,2024-07-29,2024-07,Afterpay,Footwear,104.93,4,26.23,2024-09-23,Yes,2,16.0,120.93
TXN10765,BNPL5283,Regular User,2024-09-07,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",62.15,4,15.54,2024-11-02,Yes,1,8.0,70.15
TXN10766,BNPL5283,Regular User,2024-03-15,2024-03,Sezzle,Footwear,142.78,4,35.7,2024-05-10,No,0,0,142.78
TXN10767,BNPL5283,Regular User,2024-10-02,2024-10,Klarna,Footwear,121.02,4,30.25,2024-11-27,No,0,0,121.02
TXN10768,BNPL5283,Regular User,2024-12-05,2024-12,Sezzle,Beauty and Skincare,99.91,4,24.98,2025-01-30,No,0,0,99.91
TXN10769,BNPL5283,Regular User,2024-07-16,2024-07,Afterpay,Sporting Goods,251.98,4,62.99,2024-09-10,Yes,1,8.0,259.98
TXN10770,BNPL5283,Regular User,2024-11-06,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",34.95,6,5.83,2025-01-29,No,0,0,34.95
TXN10771,BNPL5283,Regular User,2024-07-06,2024-07,Klarna,Sporting Goods,140.62,4,35.16,2024-08-31,No,0,0,140.62
TXN10772,BNPL5284,Occasional User,2024-02-08,2024-02,Afterpay,Electronics and Tech,395.39,4,98.85,2024-04-04,No,0,0,395.39
TXN10773,BNPL5284,Occasional User,2024-08-11,2024-08,Afterpay,Sporting Goods,160.69,4,40.17,2024-10-06,No,0,0,160.69
TXN10774,BNPL5284,Occasional User,2024-08-27,2024-08,Klarna,Beauty and Skincare,63.93,6,10.65,2024-11-19,No,0,0,63.93
TXN10775,BNPL5285,Regular User,2024-02-16,2024-02,Afterpay,Beauty and Skincare,71.98,4,18.0,2024-04-12,No,0,0,71.98
TXN10776,BNPL5285,Regular User,2024-10-20,2024-10,Afterpay,Electronics and Tech,272.77,4,68.19,2024-12-15,Yes,2,16.0,288.77
TXN10777,BNPL5285,Regular User,2024-07-27,2024-07,PayBright,Beauty and Skincare,68.22,4,17.05,2024-09-21,No,0,0,68.22
TXN10778,BNPL5285,Regular User,2024-05-18,2024-05,Sezzle,Sporting Goods,188.15,4,47.04,2024-07-13,No,0,0,188.15
TXN10779,BNPL5286,High Exposure User,2024-02-22,2024-02,Klarna,"Fast Fashion (Shein, Temu, ASOS)",65.36,4,16.34,2024-04-18,No,0,0,65.36
TXN10780,BNPL5286,High Exposure User,2024-08-26,2024-08,Klarna,Electronics and Tech,213.65,4,53.41,2024-10-21,Yes,2,16.0,229.65
TXN10781,BNPL5286,High Exposure User,2024-10-07,2024-10,Sezzle,Beauty and Skincare,84.0,3,28.0,2024-11-18,No,0,0,84.0
